Sample,Pquery,Weight,EDPL
epa_result,m54088_170216_085445_26215025_ccs_Otu00202_8_1588_bp,1,0
epa_result,m54088_170216_085445_34210541_ccs_Otu00095_21_1588_bp,1,0.000563709
epa_result,m54088_170216_085445_41026276_ccs_Otu00378_3_1588_bp,1,0.000593398
epa_result,m54088_170216_085445_56754766_ccs_Otu00433_3_1588_bp,1,0
epa_result,m54088_170216_085445_61932130_ccs_Otu00211_8_1588_bp,1,0
epa_result,m54088_170216_085445_9437773_ccs_Otu00348_4_1588_bp,1,0
epa_result,c-2785_conseq_Otu00114_16_1588_bp,1,0
epa_result,c-789_conseq_Otu00238_7_1588_bp,1,0
epa_result,c-8846_conseq_Otu00201_8_1588_bp,1,0.00576568
epa_result,m54032_170210_154134_41550060_ccs_Otu00454_3_1588_bp,1,0
epa_result,m54088_170216_085445_12452784_ccs_Otu00536_2_1588_bp,1,0
epa_result,m54088_170216_085445_30343509_ccs_Otu00488_2_1588_bp,1,0
epa_result,m54088_170216_085445_44302653_ccs_Otu00597_2_1588_bp,1,0
epa_result,m54088_170216_085445_58852084_ccs_Otu00486_2_1588_bp,1,0
epa_result,m54088_170216_085445_64095031_ccs_Otu00392_3_1588_bp,1,0
epa_result,c-1714_conseq_Otu00165_11_1588_bp,1,0
epa_result,c-2359_conseq_Otu00275_5_1588_bp,1,0.00235411
epa_result,c-5788_conseq_Otu00137_13_1588_bp,1,0.00318088
epa_result,c-6332_conseq_Otu00025_107_1588_bp,1,8.43752e-05
epa_result,c-743_conseq_Otu00058_33_1588_bp,1,0
epa_result,c-8326_conseq_Otu00210_8_1588_bp,1,0.00675209
epa_result,c-8830_conseq_Otu00303_5_1588_bp,1,0
epa_result,m54088_170214_101554_10027668_ccs_Otu00605_2_1588_bp,1,0.00179261
epa_result,m54088_170216_085445_10486515_ccs_Otu00541_2_1588_bp,1,0.00912936
epa_result,m54088_170216_085445_21496217_ccs_Otu00382_3_1588_bp,1,0.0140402
epa_result,m54088_170216_085445_27787507_ccs_Otu00339_4_1588_bp,1,0
epa_result,m54088_170216_085445_32374926_ccs_Otu00637_2_1588_bp,1,0
epa_result,m54088_170216_085445_39059933_ccs_Otu00559_2_1588_bp,1,0.00889239
epa_result,m54088_170216_085445_46334487_ccs_Otu00545_2_1588_bp,1,0
epa_result,m54088_170216_085445_69206648_ccs_Otu00366_3_1588_bp,1,0.0118139
epa_result,c-1814_conseq_Otu00055_42_1588_bp,1,0
epa_result,c-6137_conseq_Otu00067_31_1588_bp,1,1.37663e-05
epa_result,c-8709_conseq_Otu00142_13_1588_bp,1,0
epa_result,m54032_170210_154134_56099783_ccs_Otu00352_4_1588_bp,1,0.000724527
epa_result,m54088_170214_101554_18547470_ccs_Otu00333_4_1588_bp,1,0.016673
epa_result,m54088_170214_101554_27001758_ccs_Otu00519_2_1588_bp,1,0
epa_result,m54088_170216_085445_14156144_ccs_Otu00205_8_1588_bp,1,0.00185074
epa_result,m54088_170216_085445_17236353_ccs_Otu00265_6_1588_bp,1,0
epa_result,m54088_170216_085445_48300753_ccs_Otu00377_3_1588_bp,1,0.00330201
epa_result,m54088_170216_085445_6291739_ccs_Otu00494_2_1588_bp,1,0
epa_result,m54088_170216_085445_70975772_ccs_Otu00485_2_1588_bp,1,0
epa_result,c-2351_conseq_Otu00102_19_1588_bp,1,0
epa_result,c-5380_conseq_Otu00066_31_1588_bp,1,0.00218821
epa_result,c-7059_conseq_Otu00252_6_1588_bp,1,0.0054357
epa_result,c-8348_conseq_Otu00325_4_1588_bp,1,0
epa_result,m54032_170210_154134_23790545_ccs_Otu00578_2_1588_bp,1,0
epa_result,m54032_170210_154134_58327959_ccs_Otu00512_2_1588_bp,1,0.00688718
epa_result,m54088_170214_101554_36897706_ccs_Otu00614_2_1588_bp,1,0.025379
epa_result,m54088_170216_085445_20775842_ccs_Otu00422_3_1588_bp,1,0.00154317
epa_result,m54088_170216_085445_32571849_ccs_Otu00259_6_1588_bp,1,0.000254399
epa_result,m54088_170216_085445_38207693_ccs_Otu00217_8_1588_bp,1,0
epa_result,m54088_170216_085445_57868929_ccs_Otu00602_2_1588_bp,1,0
epa_result,m54088_170216_085445_73007363_ccs_Otu00567_2_1588_bp,1,0
epa_result,c-1435_conseq_Otu00013_316_1588_bp,1,0.00348777
epa_result,c-4816_conseq_Otu00181_9_1588_bp,1,0
epa_result,c-5778_conseq_Otu00080_24_1588_bp,1,0
epa_result,c-6173_conseq_Otu00266_6_1588_bp,1,0
epa_result,c-8415_conseq_Otu00130_14_1588_bp,1,0
epa_result,m54032_170210_154134_19398856_ccs_Otu00185_9_1588_bp,1,0
epa_result,m54032_170210_154134_31458233_ccs_Otu00169_11_1588_bp,1,0
epa_result,m54088_170216_085445_14025583_ccs_Otu00584_2_1588_bp,1,0
epa_result,m54088_170216_085445_24510743_ccs_Otu00312_4_1588_bp,1,0.000514989
epa_result,m54088_170216_085445_27001616_ccs_Otu00355_4_1588_bp,1,0
epa_result,m54088_170216_085445_29950661_ccs_Otu00402_3_1588_bp,1,0.000139639
epa_result,m54088_170216_085445_44761206_ccs_Otu00107_18_1588_bp,1,0.0012921
epa_result,c-1449_conseq_Otu00044_50_1588_bp,1,0
epa_result,c-4855_conseq_Otu00231_7_1588_bp,1,0
epa_result,c-8376_conseq_Otu00088_23_1588_bp,1,0
epa_result,c-8562_conseq_Otu00260_6_1588_bp,1,0.00445167
epa_result,m54032_170210_154134_29098380_ccs_Otu00248_6_1588_bp,1,0.0264723
epa_result,m54032_170210_154134_69272056_ccs_Otu00589_2_1588_bp,1,0
epa_result,m54088_170214_101554_22479816_ccs_Otu00520_2_1588_bp,1,0.00814793
epa_result,m54088_170214_101554_57541528_ccs_Otu00292_5_1588_bp,1,0
epa_result,m54088_170216_085445_11075909_ccs_Otu00262_6_1588_bp,1,0
epa_result,m54088_170216_085445_18350587_ccs_Otu00511_2_1588_bp,1,0
epa_result,m54088_170216_085445_26411972_ccs_Otu00640_2_1588_bp,1,0
epa_result,m54088_170216_085445_37748960_ccs_Otu00287_5_1588_bp,1,0
epa_result,m54088_170216_085445_48169818_ccs_Otu00619_2_1588_bp,1,0.00111776
epa_result,m54088_170216_085445_66322750_ccs_Otu00064_31_1588_bp,1,0
epa_result,m54088_170216_085445_68813311_ccs_Otu00522_2_1588_bp,1,0.00646672
epa_result,m54088_170216_085445_73269546_ccs_Otu00587_2_1588_bp,1,0
epa_result,c-1236_conseq_Otu00093_21_1588_bp,1,0.00470227
epa_result,c-2182_conseq_Otu00027_105_1588_bp,1,1.69798e-05
epa_result,c-2896_conseq_Otu00261_6_1588_bp,1,0.00672372
epa_result,c-5731_conseq_Otu00235_7_1588_bp,1,0
epa_result,c-868_conseq_Otu00034_75_1588_bp,1,0
epa_result,m54032_170210_154134_15401940_ccs_Otu00139_13_1588_bp,1,0.0258477
epa_result,m54032_170210_154134_64422483_ccs_Otu00405_3_1588_bp,1,0.00359112
epa_result,m54088_170216_085445_12517891_ccs_Otu00543_2_1588_bp,1,0.00351691
epa_result,m54088_170216_085445_15925521_ccs_Otu00542_2_1588_bp,1,0.000618378
epa_result,m54088_170216_085445_24707166_ccs_Otu00334_4_1588_bp,1,0
epa_result,m54088_170216_085445_28901655_ccs_Otu00195_9_1588_bp,1,0
epa_result,m54088_170216_085445_38863687_ccs_Otu00222_7_1588_bp,1,0
epa_result,m54088_170216_085445_43254029_ccs_Otu00314_4_1588_bp,1,0
epa_result,m54088_170216_085445_46924579_ccs_Otu00601_2_1588_bp,1,0.0014861
epa_result,m54088_170216_085445_55181982_ccs_Otu00423_3_1588_bp,1,0
epa_result,c-1973_conseq_Otu00047_46_1588_bp,1,0
epa_result,c-6814_conseq_Otu00005_923_1588_bp,1,0
epa_result,m54088_170214_101554_15926018_ccs_Otu00634_2_1588_bp,1,2.24473e-05
epa_result,m54088_170214_101554_25297533_ccs_Otu00150_12_1588_bp,1,0
epa_result,m54088_170214_101554_61473411_ccs_Otu00296_5_1588_bp,1,0
epa_result,m54088_170216_085445_31392396_ccs_Otu00120_16_1588_bp,1,0.00668152
epa_result,m54088_170216_085445_40305065_ccs_Otu00383_3_1588_bp,1,0.00154277
epa_result,m54088_170216_085445_45220318_ccs_Otu00643_2_1588_bp,1,0.00240001
epa_result,m54088_170216_085445_54723061_ccs_Otu00257_6_1588_bp,1,0.00477204
epa_result,m54088_170216_085445_56033960_ccs_Otu00319_4_1588_bp,1,0.00108783
epa_result,m54088_170216_085445_59703894_ccs_Otu00264_6_1588_bp,1,0.00178478
epa_result,c-1065_conseq_Otu00003_1281_1588_bp,1,0
epa_result,c-1889_conseq_Otu00342_4_1588_bp,1,0
epa_result,c-423_conseq_Otu00155_11_1588_bp,1,0
epa_result,c-5148_conseq_Otu00082_24_1588_bp,1,0
epa_result,c-5959_conseq_Otu00122_15_1588_bp,1,0
epa_result,c-935_conseq_Otu00069_29_1588_bp,1,0
epa_result,m54032_170210_154134_26477122_ccs_Otu00436_3_1588_bp,1,0.00115818
epa_result,m54032_170210_154134_50266641_ccs_Otu00002_1322_1588_bp,1,0.041735
epa_result,m54032_170210_154134_9241405_ccs_Otu00480_2_1588_bp,1,0.00327189
epa_result,m54088_170214_101554_35193430_ccs_Otu00441_3_1588_bp,1,0.000868654
epa_result,m54088_170214_101554_55378723_ccs_Otu00439_3_1588_bp,1,0.00481134
epa_result,m54088_170216_085445_33358557_ccs_Otu00645_2_1588_bp,1,0
epa_result,m54088_170216_085445_39977600_ccs_Otu00516_2_1588_bp,1,0
epa_result,m54088_170216_085445_45023512_ccs_Otu00598_2_1588_bp,1,0
epa_result,m54088_170216_085445_53019444_ccs_Otu00470_2_1588_bp,1,0
epa_result,c-3514_conseq_Otu00345_4_1588_bp,1,0
epa_result,c-5150_conseq_Otu00466_3_1588_bp,1,0
epa_result,c-6410_conseq_Otu00159_11_1588_bp,1,0
epa_result,m54088_170216_085445_38798233_ccs_Otu00600_2_1588_bp,1,7.71917e-05
epa_result,m54088_170216_085445_44368744_ccs_Otu00496_2_1588_bp,1,0.00131958
epa_result,m54088_170216_085445_56886113_ccs_Otu00273_6_1588_bp,1,0
epa_result,c-1164_conseq_Otu00032_77_1588_bp,1,0
epa_result,c-5450_conseq_Otu00463_3_1588_bp,1,0
epa_result,m54032_170210_154134_11797034_ccs_Otu00575_2_1588_bp,1,0.00729244
epa_result,m54088_170214_101554_63636059_ccs_Otu00041_53_1588_bp,1,0.000306673
epa_result,m54088_170216_085445_14418261_ccs_Otu00416_3_1588_bp,1,0.00974234
epa_result,m54088_170216_085445_18874910_ccs_Otu00182_9_1588_bp,1,0
epa_result,m54088_170216_085445_30147354_ccs_Otu00385_3_1588_bp,1,0.00936616
epa_result,m54088_170216_085445_56099267_ccs_Otu00161_11_1588_bp,1,0.00104071
epa_result,c-1073_conseq_Otu00431_3_1588_bp,1,0
epa_result,c-6143_conseq_Otu00240_6_1588_bp,1,0
epa_result,m54032_170210_154134_49545999_ccs_Otu00410_3_1588_bp,1,0
epa_result,m54032_170210_154134_70255583_ccs_Otu00483_2_1588_bp,1,0
epa_result,m54088_170214_101554_22806837_ccs_Otu00647_2_1588_bp,1,0
epa_result,m54088_170214_101554_42140459_ccs_Otu00380_3_1588_bp,1,0.0291809
epa_result,m54088_170216_085445_26149163_ccs_Otu00458_3_1588_bp,1,0
epa_result,m54088_170216_085445_45940853_ccs_Otu00330_4_1588_bp,1,0
epa_result,m54088_170216_085445_59048878_ccs_Otu00386_3_1588_bp,1,0
epa_result,m54088_170216_085445_71893500_ccs_Otu00356_4_1588_bp,1,0.000694419
epa_result,c-589_conseq_Otu00057_34_1588_bp,1,0.00148406
epa_result,m54032_170210_154134_25166565_ccs_Otu00446_3_1588_bp,1,0.00333651
epa_result,m54032_170210_154134_54001751_ccs_Otu00515_2_1588_bp,1,0.000921852
epa_result,m54088_170214_101554_32637044_ccs_Otu00497_2_1588_bp,1,0.000635848
epa_result,m54088_170216_085445_15598163_ccs_Otu00570_2_1588_bp,1,0.0308012
epa_result,m54088_170216_085445_35651729_ccs_Otu00550_2_1588_bp,1,0.00369446
epa_result,m54088_170216_085445_54592263_ccs_Otu00609_2_1588_bp,1,0.0132461
epa_result,m54088_170216_085445_65470808_ccs_Otu00400_3_1588_bp,1,0.00339045
epa_result,c-1639_conseq_Otu00133_13_1588_bp,1,0.00420479
epa_result,c-2326_conseq_Otu00024_107_1588_bp,1,0
epa_result,c-3965_conseq_Otu00331_4_1588_bp,1,0
epa_result,c-520_conseq_Otu00461_3_1588_bp,1,0
epa_result,c-947_conseq_Otu00141_13_1588_bp,1,0.000472206
epa_result,m54088_170216_085445_42074584_ccs_Otu00435_3_1588_bp,1,0.00731182
epa_result,m54088_170216_085445_55312730_ccs_Otu00549_2_1588_bp,1,0
epa_result,c-2786_conseq_Otu00268_6_1588_bp,1,0
epa_result,c-463_conseq_Otu00236_7_1588_bp,1,0.00412724
epa_result,c-694_conseq_Otu00197_8_1588_bp,1,0.000754653
epa_result,c-8229_conseq_Otu00033_76_1588_bp,1,0
epa_result,m54032_170210_154134_67371271_ccs_Otu00564_2_1588_bp,1,0.0128903
epa_result,m54088_170214_101554_64553700_ccs_Otu00534_2_1588_bp,1,0.00750597
epa_result,m54088_170216_085445_11534828_ccs_Otu00327_4_1588_bp,1,0.00731594
epa_result,m54088_170216_085445_17367886_ccs_Otu00524_2_1588_bp,1,0
epa_result,m54088_170216_085445_33751449_ccs_Otu00571_2_1588_bp,1,0
epa_result,m54088_170216_085445_50070093_ccs_Otu00473_2_1588_bp,1,2.29346e-05
epa_result,m54088_170216_085445_8061165_ccs_Otu00258_6_1588_bp,1,0.00308946
epa_result,c-3731_conseq_Otu00301_5_1588_bp,1,0
epa_result,c-8663_conseq_Otu00061_31_1588_bp,1,0.010599
epa_result,m54088_170214_101554_26935601_ccs_Otu00125_14_1588_bp,1,0.00303955
epa_result,m54088_170216_085445_17236277_ccs_Otu00613_2_1588_bp,1,0
epa_result,m54088_170216_085445_49742462_ccs_Otu00362_3_1588_bp,1,0
epa_result,m54088_170216_085445_53608653_ccs_Otu00434_3_1588_bp,1,0.00802179
epa_result,m54088_170216_085445_60883529_ccs_Otu00630_2_1588_bp,1,0
epa_result,m54088_170216_085445_69009586_ccs_Otu00363_3_1588_bp,1,0
epa_result,m54088_170216_085445_72548476_ccs_Otu00053_43_1588_bp,1,0
epa_result,c-6445_conseq_Otu00282_5_1588_bp,1,0.00380057
epa_result,c-7870_conseq_Otu00294_5_1588_bp,1,0.00242347
epa_result,m54088_170216_085445_14418389_ccs_Otu00553_2_1588_bp,1,0.000451809
epa_result,m54088_170216_085445_17957571_ccs_Otu00369_3_1588_bp,1,0.00539244
epa_result,c-2420_conseq_Otu00132_14_1588_bp,1,0.00275705
epa_result,c-5292_conseq_Otu00119_16_1588_bp,1,0.000758978
epa_result,c-5833_conseq_Otu00040_54_1588_bp,1,0.00277778
epa_result,c-8530_conseq_Otu00249_6_1588_bp,1,0
epa_result,m54088_170214_101554_26215023_ccs_Otu00525_2_1588_bp,1,0
epa_result,m54088_170216_085445_30539924_ccs_Otu00074_27_1588_bp,1,0
epa_result,m54088_170216_085445_62784202_ccs_Otu00274_6_1588_bp,1,0
epa_result,c-2251_conseq_Otu00085_23_1588_bp,1,0
epa_result,m54088_170216_085445_23069283_ccs_Otu00523_2_1588_bp,1,0.00635433
epa_result,m54088_170216_085445_26608194_ccs_Otu00228_7_1588_bp,1,0
epa_result,m54088_170216_085445_29098653_ccs_Otu00311_4_1588_bp,1,0.000423323
epa_result,m54088_170216_085445_48890164_ccs_Otu00510_2_1588_bp,1,0
epa_result,m54088_170216_085445_57999443_ccs_Otu00544_2_1588_bp,1,0
epa_result,c-3956_conseq_Otu00134_13_1588_bp,1,4.93859e-05
epa_result,c-4706_conseq_Otu00213_8_1588_bp,1,0
epa_result,c-6324_conseq_Otu00225_7_1588_bp,1,0.00116
epa_result,c-8446_conseq_Otu00021_157_1588_bp,1,0
epa_result,m54032_170210_154134_6684917_ccs_Otu00177_10_1588_bp,1,0
epa_result,m54032_170210_154134_8782393_ccs_Otu00200_8_1588_bp,1,0
epa_result,m54088_170216_085445_70583078_ccs_Otu00215_8_1588_bp,1,0
epa_result,m54088_170216_085445_74187639_ccs_Otu00591_2_1588_bp,1,0
epa_result,c-3206_conseq_Otu00098_20_1588_bp,1,0.000574591
epa_result,m54088_170216_085445_38339149_ccs_Otu00078_24_1588_bp,1,0.000519125
epa_result,m54088_170216_085445_50856891_ccs_Otu00364_3_1588_bp,1,0.0610112
epa_result,c-5983_conseq_Otu00007_740_1588_bp,1,2.25937e-05
epa_result,m54088_170214_101554_23396962_ccs_Otu00612_2_1588_bp,1,0
epa_result,m54088_170216_085445_32244194_ccs_Otu00646_2_1588_bp,1,0.0197117
epa_result,m54088_170216_085445_43778558_ccs_Otu00341_4_1588_bp,1,0
epa_result,c-431_conseq_Otu00124_15_1588_bp,1,0
epa_result,c-6398_conseq_Otu00109_17_1588_bp,1,0
epa_result,c-7549_conseq_Otu00148_12_1588_bp,1,0
epa_result,m54032_170210_154134_50201219_ccs_Otu00495_2_1588_bp,1,5.47224e-05
epa_result,m54088_170214_101554_47120562_ccs_Otu00492_2_1588_bp,1,0
epa_result,m54088_170216_085445_29164066_ccs_Otu00622_2_1588_bp,1,0.000486976
epa_result,c-5721_conseq_Otu00281_5_1588_bp,1,0.0100184
epa_result,c-8874_conseq_Otu00254_6_1588_bp,1,0.0101605
epa_result,m54032_170210_154134_15925581_ccs_Otu00192_9_1588_bp,1,0.00218816
epa_result,m54088_170214_101554_19923796_ccs_Otu00539_2_1588_bp,1,0
epa_result,m54088_170216_085445_11600425_ccs_Otu00278_5_1588_bp,1,0.00232516
epa_result,m54088_170216_085445_55313015_ccs_Otu00604_2_1588_bp,1,0.00196352
epa_result,m54088_170216_085445_60293256_ccs_Otu00349_4_1588_bp,1,2.28576e-05
epa_result,c-7334_conseq_Otu00052_43_1588_bp,1,0.000194143
epa_result,m54032_170210_154134_28443142_ccs_Otu00286_5_1588_bp,1,0.00147416
epa_result,m54088_170216_085445_33751827_ccs_Otu00421_3_1588_bp,1,0.00043057
epa_result,m54088_170216_085445_68747772_ccs_Otu00230_7_1588_bp,1,0.0773443
epa_result,m54088_170214_101554_54263951_ccs_Otu00455_3_1588_bp,1,0
epa_result,c-5947_conseq_Otu00223_7_1588_bp,1,2.27896e-05
epa_result,c-7974_conseq_Otu00101_19_1588_bp,1,0
epa_result,m54032_170210_154134_61734990_ccs_Otu00188_9_1588_bp,1,0.00425287
epa_result,m54032_170210_154134_74449096_ccs_Otu00618_2_1588_bp,1,0.000807838
epa_result,m54088_170214_101554_49676803_ccs_Otu00635_2_1588_bp,1,0.000583572
epa_result,m54088_170216_085445_18678296_ccs_Otu00620_2_1588_bp,1,0
epa_result,m54088_170216_085445_41878422_ccs_Otu00414_3_1588_bp,1,0
epa_result,m54088_170216_085445_57213530_ccs_Otu00191_9_1588_bp,1,0.0012318
epa_result,m54088_170216_085445_65274564_ccs_Otu00138_13_1588_bp,1,0.000582893
epa_result,c-9326_conseq_Otu00206_8_1588_bp,1,0.00200096
epa_result,m54032_170210_154134_55641023_ccs_Otu00049_45_1588_bp,1,0
epa_result,m54088_170216_085445_19202225_ccs_Otu00076_25_1588_bp,1,0.000163814
epa_result,c-3464_conseq_Otu00310_4_1588_bp,1,0
epa_result,c-6481_conseq_Otu00179_10_1588_bp,1,0
epa_result,c-8714_conseq_Otu00118_16_1588_bp,1,0.00129745
epa_result,m54088_170216_085445_18612763_ccs_Otu00096_21_1588_bp,1,0.00244819
epa_result,m54088_170216_085445_59507136_ccs_Otu00347_4_1588_bp,1,0.00383815
epa_result,c-474_conseq_Otu00105_18_1588_bp,1,0.000621456
epa_result,m54032_170210_154134_21365411_ccs_Otu00592_2_1588_bp,1,0
epa_result,m54032_170210_154134_7340600_ccs_Otu00317_4_1588_bp,1,0.10779
epa_result,m54088_170216_085445_41550544_ccs_Otu00163_11_1588_bp,1,0
epa_result,c-224_conseq_Otu00234_7_1588_bp,1,0
epa_result,m54032_170210_154134_53019089_ccs_Otu00551_2_1588_bp,1,0
epa_result,c-8805_conseq_Otu00184_9_1588_bp,1,0
epa_result,m54088_170216_085445_40567609_ccs_Otu00528_2_1588_bp,1,0.00100627
epa_result,c-5093_conseq_Otu00038_64_1588_bp,1,2.15537e-05
epa_result,c-6170_conseq_Otu00108_18_1588_bp,1,0.0109177
epa_result,m54088_170216_085445_21495958_ccs_Otu00291_5_1588_bp,1,0
epa_result,m54088_170216_085445_48562330_ccs_Otu00540_2_1588_bp,1,0.0372035
epa_result,m54032_170210_154134_63046257_ccs_Otu00149_12_1588_bp,1,0.000217261
epa_result,m54088_170216_085445_35586178_ccs_Otu00644_2_1588_bp,1,0
epa_result,m54088_170216_085445_59179415_ccs_Otu00354_4_1588_bp,1,0.000163772
epa_result,c-2077_conseq_Otu00343_4_1588_bp,1,0.00199401
epa_result,m54088_170216_085445_13566238_ccs_Otu00639_2_1588_bp,1,0
epa_result,c-8459_conseq_Otu00158_11_1588_bp,1,0.0633211
epa_result,m54088_170214_101554_36438655_ccs_Otu00425_3_1588_bp,1,0
epa_result,m54088_170216_085445_22282805_ccs_Otu00178_10_1588_bp,1,0
epa_result,m54088_170216_085445_32899807_ccs_Otu00533_2_1588_bp,1,0.0281255
epa_result,m54088_170216_085445_37552392_ccs_Otu00590_2_1588_bp,1,0
epa_result,m54088_170216_085445_56754609_ccs_Otu00398_3_1588_bp,1,0
epa_result,m54088_170216_085445_73138646_ccs_Otu00172_10_1588_bp,1,1.707e-05
epa_result,c-2751_conseq_Otu00168_11_1588_bp,1,0
epa_result,m54088_170216_085445_43844301_ccs_Otu00420_3_1588_bp,1,0.00387891
epa_result,m54032_170210_154134_50921770_ccs_Otu00649_2_1588_bp,1,0.000324754
epa_result,m54088_170214_101554_45351375_ccs_Otu00456_3_1588_bp,1,0.0123238
epa_result,c-7611_conseq_Otu00011_390_1588_bp,1,0.000511555
epa_result,c-927_conseq_Otu00054_43_1588_bp,1,0.000146541
epa_result,m54088_170216_085445_50921618_ccs_Otu00374_3_1588_bp,1,0.00454814
epa_result,m54088_170216_085445_9372216_ccs_Otu00621_2_1588_bp,1,0
epa_result,m54032_170210_154134_42270821_ccs_Otu00426_3_1588_bp,1,0
epa_result,c-7374_conseq_Otu00221_7_1588_bp,1,0
epa_result,m54088_170216_085445_19660986_ccs_Otu00438_3_1588_bp,1,0
epa_result,m54088_170214_101554_35848711_ccs_Otu00214_8_1588_bp,1,0
epa_result,c-2373_conseq_Otu00070_28_1588_bp,1,0
epa_result,c-1597_conseq_Otu00464_3_1588_bp,1,0.0170652
epa_result,c-2101_conseq_Otu00016_219_1588_bp,1,0
epa_result,m54032_170210_154134_16515714_ccs_Otu00255_6_1588_bp,1,0.000316489
epa_result,m54088_170216_085445_67896206_ccs_Otu00457_3_1588_bp,1,0
epa_result,c-4430_conseq_Otu00468_3_1588_bp,1,2.19395e-05
epa_result,c-7298_conseq_Otu00462_3_1588_bp,1,0
epa_result,c-5136_conseq_Otu00022_129_1588_bp,1,0
epa_result,m54088_170214_101554_9765633_ccs_Otu00451_3_1588_bp,1,0
epa_result,m54088_170216_085445_72089952_ccs_Otu00394_3_1588_bp,1,0.00585257
epa_result,m54088_170216_085445_38666371_ccs_Otu00309_4_1588_bp,1,0
epa_result,m54088_170216_085445_12714314_ccs_Otu00302_5_1588_bp,1,0.000260228
epa_result,m54088_170216_085445_53871035_ccs_Otu00471_2_1588_bp,1,0
epa_result,c-1764_conseq_Otu00216_8_1588_bp,1,0.00116559
epa_result,c-6000_conseq_Otu00035_73_1588_bp,1,0.000722238
epa_result,c-9300_conseq_Otu00112_17_1588_bp,1,0.00666757
epa_result,m54088_170216_085445_42140250_ccs_Otu00338_4_1588_bp,1,0
epa_result,m54088_170216_085445_49742821_ccs_Otu00237_7_1588_bp,1,0
epa_result,m54088_170216_085445_67503046_ccs_Otu00501_2_1588_bp,1,1.72625e-05
epa_result,c-5184_conseq_Otu00111_17_1588_bp,1,0.000253771
epa_result,m54088_170216_085445_25756540_ccs_Otu00527_2_1588_bp,1,0.00401918
epa_result,c-5912_conseq_Otu00176_10_1588_bp,1,0
epa_result,m54032_170210_154134_52887793_ccs_Otu00502_2_1588_bp,1,8.81084e-05
epa_result,m54088_170216_085445_30802413_ccs_Otu00129_14_1588_bp,1,0.00477926
epa_result,m54088_170216_085445_61800849_ccs_Otu00075_25_1588_bp,1,0.000716874
epa_result,m54032_170210_154134_70779160_ccs_Otu00415_3_1588_bp,1,0.0313996
epa_result,m54088_170214_101554_7012738_ccs_Otu00270_6_1588_bp,1,0.000312315
epa_result,m54032_170210_154134_52888536_ccs_Otu00324_4_1588_bp,1,0
epa_result,m54088_170216_085445_53936589_ccs_Otu00340_4_1588_bp,1,0
epa_result,m54088_170216_085445_72024439_ccs_Otu00526_2_1588_bp,1,0
epa_result,m54088_170216_085445_23593712_ccs_Otu00556_2_1588_bp,1,0.00915254
epa_result,c-557_conseq_Otu00113_17_1588_bp,1,0
epa_result,m54032_170210_154134_36569815_ccs_Otu00626_2_1588_bp,1,0.00794161
epa_result,m54088_170216_085445_28115316_ccs_Otu00360_3_1588_bp,1,0.000436949
epa_result,m54088_170216_085445_27329184_ccs_Otu00308_4_1588_bp,1,0
epa_result,c-1913_conseq_Otu00043_53_1588_bp,1,0.000200194
epa_result,m54088_170216_085445_19137150_ccs_Otu00444_3_1588_bp,1,0
epa_result,c-8502_conseq_Otu00328_4_1588_bp,1,0.00313606
epa_result,m54032_170210_154134_21430739_ccs_Otu00335_4_1588_bp,1,0
epa_result,c-6005_conseq_Otu00020_161_1588_bp,1,0.000233706
epa_result,m54088_170216_085445_50594320_ccs_Otu00269_6_1588_bp,1,0.000577231
epa_result,m54088_170214_101554_61735389_ccs_Otu00595_2_1588_bp,1,0
epa_result,m54088_170214_101554_21365230_ccs_Otu00390_3_1588_bp,1,0
